"strain_1","strain_2","strain_3","name","media","init_OD","temperature","replicate","row","col","well","pH","anomalous","time","OD600","OD730","RFP","GFP","column","normalised_OD"
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,2,"E",6,"E6",7.5,"no",73200,0.178,0.162,8,463,6,0.0305
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,3,"E",7,"E7",7.5,"no",73200,0.179,0.163,3,468,7,0.0315
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,4,"E",8,"E8",7.5,"no",73200,0.182,0.172,9,360,8,0.0345
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,1,"E",9,"E9",7.2,"no",73200,1.065,0.878,62,2225,9,0.9175
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,2,"E",10,"E10",7.2,"no",73200,1.024,0.841,19,2202,10,0.8765
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,3,"E",11,"E11",7.2,"no",73200,1.066,0.876,19,2221,11,0.9185
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,4,"E",12,"E12",7.2,"no",73200,1.107,0.922,20,2051,12,0.9595
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,1,"F",1,"F1",7,"no",73200,1.158,0.94,35,1857,1,1.0105
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,2,"F",2,"F2",7,"no",73200,1,0.804,34,1945,2,0.8525
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,3,"F",3,"F3",7,"no",73200,1,0.796,33,1882,3,0.8525
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,4,"F",4,"F4",7,"no",73200,1.022,0.82,46,1901,4,0.8745
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,1,"F",5,"F5",7.5,"no",73200,0.183,0.165,12,370,5,0.0355
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,2,"F",6,"F6",7.5,"no",73200,0.184,0.165,6,370,6,0.0365
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,3,"F",7,"F7",7.5,"no",73200,0.195,0.177,11,360,7,0.0475
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,4,"F",8,"F8",7.5,"no",73200,0.197,0.181,8,368,8,0.0495
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,1,"F",9,"F9",7.2,"no",73200,0.986,0.785,37,2423,9,0.8385
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,2,"F",10,"F10",7.2,"no",73200,1.016,0.817,39,2472,10,0.8685
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,3,"F",11,"F11",7.2,"no",73200,1.027,0.817,33,2366,11,0.8795
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,4,"F",12,"F12",7.2,"no",73200,1.059,0.848,35,2310,12,0.9115
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,1,"G",1,"G1",7,"no",73200,1.195,1.019,29,2135,1,1.0475
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,2,"G",2,"G2",7,"no",73200,1.179,0.999,30,2169,2,1.0315
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,3,"G",3,"G3",7,"no",73200,1.077,0.914,38,2370,3,0.9295
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,4,"G",4,"G4",7,"no",73200,1.133,0.945,36,2179,4,0.9855
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,1,"G",5,"G5",7.5,"no",73200,0.208,0.185,7,436,5,0.0605
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,2,"G",6,"G6",7.5,"no",73200,0.202,0.18,5,457,6,0.0545
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,3,"G",7,"G7",7.5,"no",73200,0.191,0.176,6,394,7,0.0435
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,4,"G",8,"G8",7.5,"no",73200,0.191,0.174,10,478,8,0.0435
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,1,"G",9,"G9",7.2,"no",73200,1.05,0.872,20,1520,9,0.9025
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,2,"G",10,"G10",7.2,"no",73200,1.152,0.966,15,1543,10,1.0045
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,3,"G",11,"G11",7.2,"no",73200,1.037,0.863,22,1581,11,0.8895
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,4,"G",12,"G12",7.2,"no",73200,1.105,0.92,24,1506,12,0.9575
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,1,"H",1,"H1",7,"no",73200,1.028,0.828,40,2051,1,0.8805
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,2,"H",2,"H2",7,"no",73200,1.017,0.835,32,2186,2,0.8695
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,3,"H",3,"H3",7,"no",73200,1.02,0.843,40,2107,3,0.8725
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,4,"H",4,"H4",7,"no",73200,1.001,0.805,41,2072,4,0.8535
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,1,"H",5,"H5",7.5,"no",73200,0.177,0.16,7,495,5,0.0295
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,2,"H",6,"H6",7.5,"no",73200,0.18,0.165,7,462,6,0.0325
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,3,"H",7,"H7",7.5,"no",73200,0.185,0.168,1,534,7,0.0375
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,4,"H",8,"H8",7.5,"no",73200,0.206,0.185,16,571,8,0.0585
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,1,"H",9,"H9",7.2,"no",73200,1.101,0.906,19,2257,9,0.9535
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,2,"H",10,"H10",7.2,"no",73200,1.338,1.139,30,2278,10,1.1905
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,3,"H",11,"H11",7.2,"no",73200,1.094,0.9,26,2230,11,0.9465
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,4,"H",12,"H12",7.2,"no",73200,1.104,0.909,22,2255,12,0.9565
"blank","blank","blank","Negative","LB",0.001,30,1,"A",1,"A1",7,"no",74400,0.148,0.138,57,3309,1,0.00025
"blank","blank","blank","Negative","LB",0.001,30,2,"A",2,"A2",7,"no",74400,0.141,0.132,56,3294,2,-0.00675000000000001
"blank","blank","blank","Negative","LB",0.001,30,3,"A",3,"A3",7,"no",74400,0.163,0.152,58,3351,3,0.01525
"blank","blank","blank","Negative","LB",0.001,30,4,"A",4,"A4",7,"no",74400,0.139,0.13,56,3368,4,-0.00874999999999998
"blank","blank","blank","Negative","BG11",0.001,30,1,"A",5,"A5",7.5,"no",74400,0.147,0.138,6,255,5,-0.000750000000000001
"blank","blank","blank","Negative","BG11",0.001,30,2,"A",6,"A6",7.5,"no",74400,0.155,0.149,5,211,6,0.00725000000000001
"blank","blank","blank","Negative","BG11",0.001,30,3,"A",7,"A7",7.5,"no",74400,0.158,0.15,5,231,7,0.01025
"blank","blank","blank","Negative","BG11",0.001,30,4,"A",8,"A8",7.5,"no",74400,0.154,0.147,7,228,8,0.00625
"blank","blank","blank","Negative","LB + BG11",0.001,30,1,"A",9,"A9",7.2,"no",74400,0.248,0.218,31,1663,9,0.10025
"blank","blank","blank","Negative","LB + BG11",0.001,30,2,"A",10,"A10",7.2,"no",74400,0.264,0.23,28,1684,10,0.11625
"blank","blank","blank","Negative","LB + BG11",0.001,30,3,"A",11,"A11",7.2,"no",74400,0.244,0.218,30,1718,11,0.09625
"blank","blank","blank","Negative","LB + BG11",0.001,30,4,"A",12,"A12",7.2,"no",74400,0.295,0.253,25,1676,12,0.14725
"S.oneidensis","blank","blank","So","LB",0.001,30,1,"B",1,"B1",7,"no",74400,1.026,0.824,35,1949,1,0.87825
"S.oneidensis","blank","blank","So","LB",0.001,30,2,"B",2,"B2",7,"no",74400,1.073,0.855,35,1881,2,0.92525
"S.oneidensis","blank","blank","So","LB",0.001,30,3,"B",3,"B3",7,"no",74400,0.987,0.774,39,1929,3,0.83925
"S.oneidensis","blank","blank","So","LB",0.001,30,4,"B",4,"B4",7,"no",74400,1.014,0.816,39,1970,4,0.86625
"S.oneidensis","blank","blank","So","BG11",0.001,30,1,"B",5,"B5",7.5,"no",74400,0.208,0.184,9,565,5,0.06025
"S.oneidensis","blank","blank","So","BG11",0.001,30,2,"B",6,"B6",7.5,"no",74400,0.207,0.183,11,513,6,0.05925
"S.oneidensis","blank","blank","So","BG11",0.001,30,3,"B",7,"B7",7.5,"no",74400,0.206,0.182,11,516,7,0.05825
"S.oneidensis","blank","blank","So","BG11",0.001,30,4,"B",8,"B8",7.5,"no",74400,0.221,0.195,5,476,8,0.07325
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,1,"B",9,"B9",7.2,"no",74400,1.018,0.799,36,2354,9,0.87025
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,2,"B",10,"B10",7.2,"no",74400,1,0.785,41,2342,10,0.85225
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,3,"B",11,"B11",7.2,"no",74400,1.04,0.827,42,2356,11,0.89225
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,4,"B",12,"B12",7.2,"no",74400,1.055,0.83,43,2267,12,0.90725
"P.pudita","blank","blank","Pp","LB",0.001,30,1,"C",1,"C1",7,"no",74400,1.222,1.039,33,2215,1,1.07425
"P.pudita","blank","blank","Pp","LB",0.001,30,2,"C",2,"C2",7,"no",74400,1.222,1.034,39,2290,2,1.07425
"P.pudita","blank","blank","Pp","LB",0.001,30,3,"C",3,"C3",7,"no",74400,1.141,0.943,49,2321,3,0.99325
"P.pudita","blank","blank","Pp","LB",0.001,30,4,"C",4,"C4",7,"no",74400,1.177,0.994,35,2308,4,1.02925
"P.pudita","blank","blank","Pp","BG11",0.001,30,1,"C",5,"C5",7.5,"no",74400,0.168,0.154,4,357,5,0.02025
"P.pudita","blank","blank","Pp","BG11",0.001,30,2,"C",6,"C6",7.5,"no",74400,0.167,0.155,7,351,6,0.01925
"P.pudita","blank","blank","Pp","BG11",0.001,30,3,"C",7,"C7",7.5,"no",74400,0.176,0.164,8,357,7,0.02825
"P.pudita","blank","blank","Pp","BG11",0.001,30,4,"C",8,"C8",7.5,"no",74400,0.175,0.162,5,363,8,0.02725
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,1,"C",9,"C9",7.2,"no",74400,1.036,0.852,18,1586,9,0.88825
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,2,"C",10,"C10",7.2,"no",74400,1.002,0.831,20,1599,10,0.85425
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,3,"C",11,"C11",7.2,"no",74400,1.024,0.841,19,1631,11,0.87625
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,4,"C",12,"C12",7.2,"no",74400,1.06,0.878,18,1558,12,0.91225
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,1,"D",1,"D1",7,"no",74400,0.363,0.296,54,2899,1,0.21525
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,2,"D",2,"D2",7,"yes",74400,1.069,0.899,35,2141,2,0.92125
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,3,"D",3,"D3",7,"no",74400,0.497,0.394,49,2643,3,0.34925
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,4,"D",4,"D4",7,"no",74400,0.391,0.319,53,2822,4,0.24325
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,1,"D",5,"D5",7.5,"no",74400,0.161,0.153,7,224,5,0.01325
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,2,"D",6,"D6",7.5,"no",74400,0.148,0.139,5,230,6,0.00025
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,3,"D",7,"D7",7.5,"no",74400,0.16,0.152,6,236,7,0.01225
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,4,"D",8,"D8",7.5,"no",74400,0.153,0.144,6,226,8,0.00525
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,1,"D",9,"D9",7.2,"no",74400,0.772,0.612,26,1384,9,0.62425
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,2,"D",10,"D10",7.2,"no",74400,0.681,0.549,28,1434,10,0.53325
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,3,"D",11,"D11",7.2,"no",74400,0.622,0.51,23,1429,11,0.47425
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,4,"D",12,"D12",7.2,"no",74400,0.565,0.464,26,1475,12,0.41725
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,1,"E",1,"E1",7,"no",74400,1.034,0.829,35,2065,1,0.88625
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,2,"E",2,"E2",7,"no",74400,1.063,0.872,37,2059,2,0.91525
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,3,"E",3,"E3",7,"no",74400,1.039,0.854,40,2083,3,0.89125
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,4,"E",4,"E4",7,"no",74400,1.067,0.876,35,2041,4,0.91925
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,1,"E",5,"E5",7.5,"no",74400,0.172,0.156,7,445,5,0.02425
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,2,"E",6,"E6",7.5,"no",74400,0.178,0.162,4,479,6,0.03025
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,3,"E",7,"E7",7.5,"no",74400,0.179,0.163,7,470,7,0.03125
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,4,"E",8,"E8",7.5,"no",74400,0.182,0.172,6,382,8,0.03425
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,1,"E",9,"E9",7.2,"no",74400,1.068,0.878,68,2204,9,0.92025
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,2,"E",10,"E10",7.2,"no",74400,1.03,0.85,22,2198,10,0.88225
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,3,"E",11,"E11",7.2,"no",74400,1.063,0.877,22,2227,11,0.91525
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,4,"E",12,"E12",7.2,"no",74400,1.106,0.924,21,2074,12,0.95825
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,1,"F",1,"F1",7,"no",74400,1.162,0.943,29,1840,1,1.01425
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,2,"F",2,"F2",7,"no",74400,1.013,0.816,31,1987,2,0.86525
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,3,"F",3,"F3",7,"no",74400,1.011,0.808,31,1879,3,0.86325
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,4,"F",4,"F4",7,"no",74400,1.03,0.826,38,1908,4,0.88225
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,1,"F",5,"F5",7.5,"no",74400,0.183,0.165,7,363,5,0.03525
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,2,"F",6,"F6",7.5,"no",74400,0.182,0.165,9,367,6,0.03425
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,3,"F",7,"F7",7.5,"no",74400,0.19,0.174,6,363,7,0.04225
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,4,"F",8,"F8",7.5,"no",74400,0.199,0.18,11,391,8,0.05125
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,1,"F",9,"F9",7.2,"no",74400,0.985,0.786,42,2439,9,0.83725
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,2,"F",10,"F10",7.2,"no",74400,1.023,0.825,46,2508,10,0.87525
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,3,"F",11,"F11",7.2,"no",74400,1.047,0.832,38,2347,11,0.89925
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,4,"F",12,"F12",7.2,"no",74400,1.076,0.86,35,2323,12,0.92825
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,1,"G",1,"G1",7,"no",74400,1.195,1.01,29,2158,1,1.04725
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,2,"G",2,"G2",7,"no",74400,1.176,0.997,36,2171,2,1.02825
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,3,"G",3,"G3",7,"no",74400,1.084,0.914,35,2412,3,0.93625
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,4,"G",4,"G4",7,"no",74400,1.138,0.954,32,2186,4,0.99025
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,1,"G",5,"G5",7.5,"no",74400,0.208,0.185,10,449,5,0.06025
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,2,"G",6,"G6",7.5,"no",74400,0.201,0.18,6,456,6,0.05325
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,3,"G",7,"G7",7.5,"no",74400,0.191,0.177,6,389,7,0.04325
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,4,"G",8,"G8",7.5,"no",74400,0.192,0.174,8,478,8,0.04425
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,1,"G",9,"G9",7.2,"no",74400,1.055,0.879,22,1513,9,0.90725
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,2,"G",10,"G10",7.2,"no",74400,1.141,0.958,25,1524,10,0.99325
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,3,"G",11,"G11",7.2,"no",74400,1.049,0.874,22,1534,11,0.90125
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,4,"G",12,"G12",7.2,"no",74400,1.119,0.931,18,1498,12,0.97125
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,1,"H",1,"H1",7,"no",74400,1.031,0.831,33,2094,1,0.88325
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,2,"H",2,"H2",7,"no",74400,1.024,0.841,38,2161,2,0.87625
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,3,"H",3,"H3",7,"no",74400,1.027,0.849,38,2097,3,0.87925
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,4,"H",4,"H4",7,"no",74400,1.006,0.812,42,2063,4,0.85825
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,1,"H",5,"H5",7.5,"no",74400,0.176,0.16,7,462,5,0.02825
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,2,"H",6,"H6",7.5,"no",74400,0.18,0.164,5,469,6,0.03225
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,3,"H",7,"H7",7.5,"no",74400,0.185,0.167,7,537,7,0.03725
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,4,"H",8,"H8",7.5,"no",74400,0.205,0.185,5,585,8,0.05725
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,1,"H",9,"H9",7.2,"no",74400,1.1,0.905,28,2289,9,0.95225
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,2,"H",10,"H10",7.2,"no",74400,1.342,1.146,25,2268,10,1.19425
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,3,"H",11,"H11",7.2,"no",74400,1.103,0.909,27,2241,11,0.95525
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,4,"H",12,"H12",7.2,"no",74400,1.111,0.913,21,2294,12,0.96325
"blank","blank","blank","Negative","LB",0.001,30,1,"A",1,"A1",7,"no",75600,0.147,0.138,54,3296,1,-0.00025
"blank","blank","blank","Negative","LB",0.001,30,2,"A",2,"A2",7,"no",75600,0.141,0.132,50,3309,2,-0.00625
"blank","blank","blank","Negative","LB",0.001,30,3,"A",3,"A3",7,"no",75600,0.162,0.151,56,3324,3,0.01475
"blank","blank","blank","Negative","LB",0.001,30,4,"A",4,"A4",7,"no",75600,0.139,0.13,47,3379,4,-0.00824999999999998
"blank","blank","blank","Negative","BG11",0.001,30,1,"A",5,"A5",7.5,"no",75600,0.148,0.138,11,242,5,0.000750000000000001
"blank","blank","blank","Negative","BG11",0.001,30,2,"A",6,"A6",7.5,"no",75600,0.156,0.148,5,229,6,0.00875000000000001
"blank","blank","blank","Negative","BG11",0.001,30,3,"A",7,"A7",7.5,"no",75600,0.157,0.151,6,223,7,0.00975000000000001
"blank","blank","blank","Negative","BG11",0.001,30,4,"A",8,"A8",7.5,"no",75600,0.155,0.147,8,233,8,0.00775000000000001
"blank","blank","blank","Negative","LB + BG11",0.001,30,1,"A",9,"A9",7.2,"no",75600,0.248,0.219,24,1709,9,0.10075
"blank","blank","blank","Negative","LB + BG11",0.001,30,2,"A",10,"A10",7.2,"no",75600,0.266,0.231,27,1690,10,0.11875
"blank","blank","blank","Negative","LB + BG11",0.001,30,3,"A",11,"A11",7.2,"no",75600,0.243,0.218,29,1696,11,0.09575
"blank","blank","blank","Negative","LB + BG11",0.001,30,4,"A",12,"A12",7.2,"no",75600,0.296,0.253,22,1652,12,0.14875
"S.oneidensis","blank","blank","So","LB",0.001,30,1,"B",1,"B1",7,"no",75600,1.026,0.825,38,1969,1,0.87875
"S.oneidensis","blank","blank","So","LB",0.001,30,2,"B",2,"B2",7,"no",75600,1.073,0.855,41,1857,2,0.92575
"S.oneidensis","blank","blank","So","LB",0.001,30,3,"B",3,"B3",7,"no",75600,0.988,0.776,35,1964,3,0.84075
"S.oneidensis","blank","blank","So","LB",0.001,30,4,"B",4,"B4",7,"no",75600,1.014,0.816,36,1947,4,0.86675
"S.oneidensis","blank","blank","So","BG11",0.001,30,1,"B",5,"B5",7.5,"no",75600,0.208,0.184,5,558,5,0.06075
"S.oneidensis","blank","blank","So","BG11",0.001,30,2,"B",6,"B6",7.5,"no",75600,0.208,0.183,8,514,6,0.06075
"S.oneidensis","blank","blank","So","BG11",0.001,30,3,"B",7,"B7",7.5,"no",75600,0.206,0.182,1,528,7,0.05875
"S.oneidensis","blank","blank","So","BG11",0.001,30,4,"B",8,"B8",7.5,"no",75600,0.211,0.189,9,483,8,0.06375
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,1,"B",9,"B9",7.2,"no",75600,0.996,0.785,36,2393,9,0.84875
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,2,"B",10,"B10",7.2,"no",75600,0.977,0.768,47,2376,10,0.82975
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,3,"B",11,"B11",7.2,"no",75600,1.044,0.82,40,2385,11,0.89675
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,4,"B",12,"B12",7.2,"no",75600,1.044,0.821,38,2320,12,0.89675
"P.pudita","blank","blank","Pp","LB",0.001,30,1,"C",1,"C1",7,"no",75600,1.228,1.046,33,2244,1,1.08075
"P.pudita","blank","blank","Pp","LB",0.001,30,2,"C",2,"C2",7,"no",75600,1.231,1.04,40,2318,2,1.08375
"P.pudita","blank","blank","Pp","LB",0.001,30,3,"C",3,"C3",7,"no",75600,1.153,0.95,44,2325,3,1.00575
"P.pudita","blank","blank","Pp","LB",0.001,30,4,"C",4,"C4",7,"no",75600,1.181,0.998,28,2315,4,1.03375
"P.pudita","blank","blank","Pp","BG11",0.001,30,1,"C",5,"C5",7.5,"no",75600,0.168,0.154,6,360,5,0.02075
"P.pudita","blank","blank","Pp","BG11",0.001,30,2,"C",6,"C6",7.5,"no",75600,0.167,0.154,11,351,6,0.01975
"P.pudita","blank","blank","Pp","BG11",0.001,30,3,"C",7,"C7",7.5,"no",75600,0.176,0.164,8,361,7,0.02875
"P.pudita","blank","blank","Pp","BG11",0.001,30,4,"C",8,"C8",7.5,"no",75600,0.175,0.162,7,366,8,0.02775
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,1,"C",9,"C9",7.2,"no",75600,1.035,0.852,22,1605,9,0.88775
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,2,"C",10,"C10",7.2,"no",75600,0.999,0.826,21,1603,10,0.85175
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,3,"C",11,"C11",7.2,"no",75600,1.025,0.841,26,1644,11,0.87775
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,4,"C",12,"C12",7.2,"no",75600,1.071,0.877,21,1559,12,0.92375
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,1,"D",1,"D1",7,"no",75600,0.368,0.297,55,2883,1,0.22075
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,2,"D",2,"D2",7,"yes",75600,1.085,0.912,30,2169,2,0.93775
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,3,"D",3,"D3",7,"no",75600,0.499,0.395,50,2643,3,0.35175
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,4,"D",4,"D4",7,"no",75600,0.399,0.324,51,2843,4,0.25175
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,1,"D",5,"D5",7.5,"no",75600,0.162,0.154,5,238,5,0.01475
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,2,"D",6,"D6",7.5,"no",75600,0.148,0.14,7,233,6,0.000750000000000001
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,3,"D",7,"D7",7.5,"no",75600,0.16,0.152,6,232,7,0.01275
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,4,"D",8,"D8",7.5,"no",75600,0.154,0.144,7,225,8,0.00675000000000001
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,1,"D",9,"D9",7.2,"no",75600,0.758,0.6,26,1404,9,0.61075
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,2,"D",10,"D10",7.2,"no",75600,0.697,0.558,24,1432,10,0.54975
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,3,"D",11,"D11",7.2,"no",75600,0.637,0.513,28,1447,11,0.48975
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,4,"D",12,"D12",7.2,"no",75600,0.593,0.483,31,1488,12,0.44575
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,1,"E",1,"E1",7,"no",75600,1.03,0.827,38,2068,1,0.88275
