"strain_1","strain_2","strain_3","name","media","init_OD","temperature","replicate","row","col","well","pH","anomalous","time","OD600","OD730","RFP","GFP","column","normalised_OD"
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,2,"E",2,"E2",7,"no",75600,1.07,0.878,28,2065,2,0.92275
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,3,"E",3,"E3",7,"no",75600,1.04,0.855,42,2080,3,0.89275
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,4,"E",4,"E4",7,"no",75600,1.071,0.88,33,2071,4,0.92375
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,1,"E",5,"E5",7.5,"no",75600,0.172,0.156,6,456,5,0.02475
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,2,"E",6,"E6",7.5,"no",75600,0.178,0.162,7,468,6,0.03075
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,3,"E",7,"E7",7.5,"no",75600,0.179,0.163,6,472,7,0.03175
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,4,"E",8,"E8",7.5,"no",75600,0.182,0.172,11,366,8,0.03475
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,1,"E",9,"E9",7.2,"no",75600,1.077,0.885,61,2236,9,0.92975
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,2,"E",10,"E10",7.2,"no",75600,1.038,0.852,21,2200,10,0.89075
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,3,"E",11,"E11",7.2,"no",75600,1.069,0.878,21,2234,11,0.92175
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,4,"E",12,"E12",7.2,"no",75600,1.113,0.924,25,2070,12,0.96575
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,1,"F",1,"F1",7,"no",75600,1.163,0.943,36,1841,1,1.01575
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,2,"F",2,"F2",7,"no",75600,1.012,0.813,36,1959,2,0.86475
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,3,"F",3,"F3",7,"no",75600,1.017,0.814,39,1859,3,0.86975
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,4,"F",4,"F4",7,"no",75600,1.033,0.831,32,1929,4,0.88575
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,1,"F",5,"F5",7.5,"no",75600,0.186,0.164,9,358,5,0.03875
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,2,"F",6,"F6",7.5,"no",75600,0.186,0.165,5,373,6,0.03875
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,3,"F",7,"F7",7.5,"no",75600,0.196,0.176,4,375,7,0.04875
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,4,"F",8,"F8",7.5,"no",75600,0.199,0.18,9,385,8,0.05175
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,1,"F",9,"F9",7.2,"no",75600,0.99,0.787,36,2461,9,0.84275
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,2,"F",10,"F10",7.2,"no",75600,1.023,0.824,42,2510,10,0.87575
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,3,"F",11,"F11",7.2,"no",75600,1.028,0.817,28,2365,11,0.88075
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,4,"F",12,"F12",7.2,"no",75600,1.074,0.858,35,2327,12,0.92675
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,1,"G",1,"G1",7,"no",75600,1.19,1.012,31,2170,1,1.04275
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,2,"G",2,"G2",7,"no",75600,1.183,1.004,36,2190,2,1.03575
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,3,"G",3,"G3",7,"no",75600,1.088,0.924,36,2409,3,0.94075
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,4,"G",4,"G4",7,"no",75600,1.14,0.957,31,2188,4,0.99275
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,1,"G",5,"G5",7.5,"no",75600,0.207,0.185,7,458,5,0.05975
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,2,"G",6,"G6",7.5,"no",75600,0.201,0.18,11,467,6,0.05375
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,3,"G",7,"G7",7.5,"no",75600,0.192,0.176,6,400,7,0.04475
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,4,"G",8,"G8",7.5,"no",75600,0.192,0.174,7,475,8,0.04475
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,1,"G",9,"G9",7.2,"no",75600,1.061,0.881,20,1539,9,0.91375
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,2,"G",10,"G10",7.2,"no",75600,1.137,0.952,24,1564,10,0.98975
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,3,"G",11,"G11",7.2,"no",75600,1.055,0.873,19,1559,11,0.90775
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,4,"G",12,"G12",7.2,"no",75600,1.112,0.925,18,1523,12,0.96475
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,1,"H",1,"H1",7,"no",75600,1.029,0.83,42,2071,1,0.88175
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,2,"H",2,"H2",7,"no",75600,1.025,0.847,33,2164,2,0.87775
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,3,"H",3,"H3",7,"no",75600,1.026,0.851,34,2097,3,0.87875
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,4,"H",4,"H4",7,"no",75600,1.004,0.806,30,2082,4,0.85675
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,1,"H",5,"H5",7.5,"no",75600,0.176,0.16,9,475,5,0.02875
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,2,"H",6,"H6",7.5,"no",75600,0.18,0.164,8,462,6,0.03275
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,3,"H",7,"H7",7.5,"no",75600,0.185,0.167,7,530,7,0.03775
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,4,"H",8,"H8",7.5,"no",75600,0.205,0.184,6,586,8,0.05775
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,1,"H",9,"H9",7.2,"no",75600,1.115,0.927,16,2260,9,0.96775
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,2,"H",10,"H10",7.2,"no",75600,1.351,1.155,30,2248,10,1.20375
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,3,"H",11,"H11",7.2,"no",75600,1.105,0.91,28,2229,11,0.95775
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,4,"H",12,"H12",7.2,"no",75600,1.116,0.918,19,2267,12,0.96875
"blank","blank","blank","Negative","LB",0.001,30,1,"A",1,"A1",7,"no",76800,0.147,0.138,61,3307,1,-5e-04
"blank","blank","blank","Negative","LB",0.001,30,2,"A",2,"A2",7,"no",76800,0.141,0.132,53,3324,2,-0.00650000000000001
"blank","blank","blank","Negative","LB",0.001,30,3,"A",3,"A3",7,"no",76800,0.163,0.152,59,3294,3,0.0155
"blank","blank","blank","Negative","LB",0.001,30,4,"A",4,"A4",7,"no",76800,0.139,0.13,52,3344,4,-0.00849999999999998
"blank","blank","blank","Negative","BG11",0.001,30,1,"A",5,"A5",7.5,"no",76800,0.145,0.138,12,248,5,-0.0025
"blank","blank","blank","Negative","BG11",0.001,30,2,"A",6,"A6",7.5,"no",76800,0.156,0.149,7,222,6,0.00850000000000001
"blank","blank","blank","Negative","BG11",0.001,30,3,"A",7,"A7",7.5,"no",76800,0.158,0.15,10,221,7,0.0105
"blank","blank","blank","Negative","BG11",0.001,30,4,"A",8,"A8",7.5,"no",76800,0.155,0.147,7,223,8,0.00750000000000001
"blank","blank","blank","Negative","LB + BG11",0.001,30,1,"A",9,"A9",7.2,"no",76800,0.248,0.218,25,1708,9,0.1005
"blank","blank","blank","Negative","LB + BG11",0.001,30,2,"A",10,"A10",7.2,"no",76800,0.266,0.231,27,1672,10,0.1185
"blank","blank","blank","Negative","LB + BG11",0.001,30,3,"A",11,"A11",7.2,"no",76800,0.244,0.217,28,1757,11,0.0965
"blank","blank","blank","Negative","LB + BG11",0.001,30,4,"A",12,"A12",7.2,"no",76800,0.296,0.254,27,1697,12,0.1485
"S.oneidensis","blank","blank","So","LB",0.001,30,1,"B",1,"B1",7,"no",76800,1.04,0.834,33,1971,1,0.8925
"S.oneidensis","blank","blank","So","LB",0.001,30,2,"B",2,"B2",7,"no",76800,1.083,0.862,36,1876,2,0.9355
"S.oneidensis","blank","blank","So","LB",0.001,30,3,"B",3,"B3",7,"no",76800,0.995,0.781,37,1953,3,0.8475
"S.oneidensis","blank","blank","So","LB",0.001,30,4,"B",4,"B4",7,"no",76800,1.027,0.826,39,1946,4,0.8795
"S.oneidensis","blank","blank","So","BG11",0.001,30,1,"B",5,"B5",7.5,"no",76800,0.208,0.183,6,568,5,0.0605
"S.oneidensis","blank","blank","So","BG11",0.001,30,2,"B",6,"B6",7.5,"no",76800,0.207,0.183,9,506,6,0.0595
"S.oneidensis","blank","blank","So","BG11",0.001,30,3,"B",7,"B7",7.5,"no",76800,0.204,0.182,7,528,7,0.0565
"S.oneidensis","blank","blank","So","BG11",0.001,30,4,"B",8,"B8",7.5,"no",76800,0.213,0.189,8,469,8,0.0655
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,1,"B",9,"B9",7.2,"no",76800,1.028,0.81,39,2374,9,0.8805
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,2,"B",10,"B10",7.2,"no",76800,1.004,0.789,43,2367,10,0.8565
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,3,"B",11,"B11",7.2,"no",76800,1.051,0.838,38,2384,11,0.9035
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,4,"B",12,"B12",7.2,"no",76800,1.07,0.842,42,2329,12,0.9225
"P.pudita","blank","blank","Pp","LB",0.001,30,1,"C",1,"C1",7,"no",76800,1.233,1.049,36,2241,1,1.0855
"P.pudita","blank","blank","Pp","LB",0.001,30,2,"C",2,"C2",7,"no",76800,1.234,1.045,39,2310,2,1.0865
"P.pudita","blank","blank","Pp","LB",0.001,30,3,"C",3,"C3",7,"no",76800,1.152,0.953,39,2348,3,1.0045
"P.pudita","blank","blank","Pp","LB",0.001,30,4,"C",4,"C4",7,"no",76800,1.197,1.012,36,2295,4,1.0495
"P.pudita","blank","blank","Pp","BG11",0.001,30,1,"C",5,"C5",7.5,"no",76800,0.168,0.154,4,348,5,0.0205
"P.pudita","blank","blank","Pp","BG11",0.001,30,2,"C",6,"C6",7.5,"no",76800,0.166,0.155,9,354,6,0.0185
"P.pudita","blank","blank","Pp","BG11",0.001,30,3,"C",7,"C7",7.5,"no",76800,0.176,0.163,4,363,7,0.0285
"P.pudita","blank","blank","Pp","BG11",0.001,30,4,"C",8,"C8",7.5,"no",76800,0.175,0.163,6,369,8,0.0275
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,1,"C",9,"C9",7.2,"no",76800,1.05,0.863,22,1607,9,0.9025
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,2,"C",10,"C10",7.2,"no",76800,1.02,0.838,21,1590,10,0.8725
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,3,"C",11,"C11",7.2,"no",76800,1.044,0.854,24,1645,11,0.8965
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,4,"C",12,"C12",7.2,"no",76800,1.075,0.887,24,1570,12,0.9275
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,1,"D",1,"D1",7,"no",76800,0.371,0.303,55,2867,1,0.2235
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,2,"D",2,"D2",7,"yes",76800,1.094,0.92,40,2152,2,0.9465
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,3,"D",3,"D3",7,"no",76800,0.502,0.398,49,2655,3,0.3545
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,4,"D",4,"D4",7,"no",76800,0.406,0.33,57,2802,4,0.2585
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,1,"D",5,"D5",7.5,"no",76800,0.162,0.153,11,228,5,0.0145
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,2,"D",6,"D6",7.5,"no",76800,0.151,0.14,10,231,6,0.0035
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,3,"D",7,"D7",7.5,"no",76800,0.16,0.153,6,231,7,0.0125
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,4,"D",8,"D8",7.5,"no",76800,0.154,0.143,7,232,8,0.00650000000000001
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,1,"D",9,"D9",7.2,"no",76800,0.752,0.595,29,1412,9,0.6045
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,2,"D",10,"D10",7.2,"no",76800,0.711,0.57,30,1436,10,0.5635
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,3,"D",11,"D11",7.2,"no",76800,0.658,0.526,32,1447,11,0.5105
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,4,"D",12,"D12",7.2,"no",76800,0.594,0.486,26,1476,12,0.4465
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,1,"E",1,"E1",7,"no",76800,1.036,0.828,38,2067,1,0.8885
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,2,"E",2,"E2",7,"no",76800,1.072,0.881,39,2053,2,0.9245
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,3,"E",3,"E3",7,"no",76800,1.045,0.857,38,2104,3,0.8975
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,4,"E",4,"E4",7,"no",76800,1.079,0.884,39,2070,4,0.9315
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,1,"E",5,"E5",7.5,"no",76800,0.171,0.156,7,466,5,0.0235
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,2,"E",6,"E6",7.5,"no",76800,0.177,0.162,6,462,6,0.0295
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,3,"E",7,"E7",7.5,"no",76800,0.179,0.163,6,462,7,0.0315
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,4,"E",8,"E8",7.5,"no",76800,0.182,0.172,7,368,8,0.0345
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,1,"E",9,"E9",7.2,"no",76800,1.077,0.885,59,2220,9,0.9295
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,2,"E",10,"E10",7.2,"no",76800,1.043,0.86,17,2208,10,0.8955
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,3,"E",11,"E11",7.2,"no",76800,1.075,0.882,21,2242,11,0.9275
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,4,"E",12,"E12",7.2,"no",76800,1.119,0.931,23,2094,12,0.9715
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,1,"F",1,"F1",7,"no",76800,1.171,0.952,38,1851,1,1.0235
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,2,"F",2,"F2",7,"no",76800,1.022,0.828,37,1950,2,0.8745
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,3,"F",3,"F3",7,"no",76800,1.029,0.825,35,1863,3,0.8815
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,4,"F",4,"F4",7,"no",76800,1.036,0.835,38,1930,4,0.8885
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,1,"F",5,"F5",7.5,"no",76800,0.181,0.164,8,357,5,0.0335
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,2,"F",6,"F6",7.5,"no",76800,0.183,0.165,8,369,6,0.0355
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,3,"F",7,"F7",7.5,"no",76800,0.199,0.178,4,360,7,0.0515
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,4,"F",8,"F8",7.5,"no",76800,0.2,0.178,8,392,8,0.0525
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,1,"F",9,"F9",7.2,"no",76800,0.991,0.795,47,2490,9,0.8435
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,2,"F",10,"F10",7.2,"no",76800,1.029,0.831,45,2578,10,0.8815
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,3,"F",11,"F11",7.2,"no",76800,1.063,0.843,37,2378,11,0.9155
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,4,"F",12,"F12",7.2,"no",76800,1.088,0.873,39,2347,12,0.9405
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,1,"G",1,"G1",7,"no",76800,1.2,1.021,30,2215,1,1.0525
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,2,"G",2,"G2",7,"no",76800,1.185,1.007,34,2209,2,1.0375
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,3,"G",3,"G3",7,"no",76800,1.094,0.924,44,2415,3,0.9465
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,4,"G",4,"G4",7,"no",76800,1.145,0.961,30,2207,4,0.9975
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,1,"G",5,"G5",7.5,"no",76800,0.207,0.185,6,433,5,0.0595
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,2,"G",6,"G6",7.5,"no",76800,0.201,0.18,11,459,6,0.0535
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,3,"G",7,"G7",7.5,"no",76800,0.191,0.176,10,397,7,0.0435
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,4,"G",8,"G8",7.5,"no",76800,0.193,0.175,7,475,8,0.0455
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,1,"G",9,"G9",7.2,"no",76800,1.065,0.887,23,1532,9,0.9175
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,2,"G",10,"G10",7.2,"no",76800,1.139,0.953,24,1540,10,0.9915
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,3,"G",11,"G11",7.2,"no",76800,1.069,0.892,20,1554,11,0.9215
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,4,"G",12,"G12",7.2,"no",76800,1.137,0.95,22,1489,12,0.9895
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,1,"H",1,"H1",7,"no",76800,1.037,0.834,32,2099,1,0.8895
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,2,"H",2,"H2",7,"no",76800,1.034,0.851,31,2159,2,0.8865
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,3,"H",3,"H3",7,"no",76800,1.036,0.857,35,2137,3,0.8885
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,4,"H",4,"H4",7,"no",76800,1.008,0.813,37,2072,4,0.8605
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,1,"H",5,"H5",7.5,"no",76800,0.176,0.16,4,477,5,0.0285
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,2,"H",6,"H6",7.5,"no",76800,0.18,0.164,6,474,6,0.0325
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,3,"H",7,"H7",7.5,"no",76800,0.185,0.167,9,539,7,0.0375
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,4,"H",8,"H8",7.5,"no",76800,0.204,0.185,7,591,8,0.0565
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,1,"H",9,"H9",7.2,"no",76800,1.11,0.916,21,2280,9,0.9625
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,2,"H",10,"H10",7.2,"no",76800,1.362,1.168,22,2294,10,1.2145
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,3,"H",11,"H11",7.2,"no",76800,1.111,0.915,22,2281,11,0.9635
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,4,"H",12,"H12",7.2,"no",76800,1.123,0.926,20,2249,12,0.9755
"blank","blank","blank","Negative","LB",0.001,30,1,"A",1,"A1",7,"no",78000,0.147,0.138,51,3363,1,-5e-04
"blank","blank","blank","Negative","LB",0.001,30,2,"A",2,"A2",7,"no",78000,0.141,0.132,56,3328,2,-0.00650000000000001
"blank","blank","blank","Negative","LB",0.001,30,3,"A",3,"A3",7,"no",78000,0.163,0.153,63,3319,3,0.0155
"blank","blank","blank","Negative","LB",0.001,30,4,"A",4,"A4",7,"no",78000,0.139,0.13,54,3337,4,-0.00849999999999998
"blank","blank","blank","Negative","BG11",0.001,30,1,"A",5,"A5",7.5,"no",78000,0.145,0.138,6,240,5,-0.0025
"blank","blank","blank","Negative","BG11",0.001,30,2,"A",6,"A6",7.5,"no",78000,0.156,0.148,6,219,6,0.00850000000000001
"blank","blank","blank","Negative","BG11",0.001,30,3,"A",7,"A7",7.5,"no",78000,0.158,0.151,8,220,7,0.0105
"blank","blank","blank","Negative","BG11",0.001,30,4,"A",8,"A8",7.5,"no",78000,0.156,0.148,11,229,8,0.00850000000000001
"blank","blank","blank","Negative","LB + BG11",0.001,30,1,"A",9,"A9",7.2,"no",78000,0.248,0.219,27,1684,9,0.1005
"blank","blank","blank","Negative","LB + BG11",0.001,30,2,"A",10,"A10",7.2,"no",78000,0.266,0.231,26,1717,10,0.1185
"blank","blank","blank","Negative","LB + BG11",0.001,30,3,"A",11,"A11",7.2,"no",78000,0.243,0.217,25,1745,11,0.0955
"blank","blank","blank","Negative","LB + BG11",0.001,30,4,"A",12,"A12",7.2,"no",78000,0.296,0.253,28,1703,12,0.1485
"S.oneidensis","blank","blank","So","LB",0.001,30,1,"B",1,"B1",7,"no",78000,1.037,0.835,41,1931,1,0.8895
"S.oneidensis","blank","blank","So","LB",0.001,30,2,"B",2,"B2",7,"no",78000,1.081,0.863,35,1907,2,0.9335
"S.oneidensis","blank","blank","So","LB",0.001,30,3,"B",3,"B3",7,"no",78000,0.995,0.783,37,1954,3,0.8475
"S.oneidensis","blank","blank","So","LB",0.001,30,4,"B",4,"B4",7,"no",78000,1.024,0.825,45,1938,4,0.8765
"S.oneidensis","blank","blank","So","BG11",0.001,30,1,"B",5,"B5",7.5,"no",78000,0.207,0.183,7,569,5,0.0595
"S.oneidensis","blank","blank","So","BG11",0.001,30,2,"B",6,"B6",7.5,"no",78000,0.207,0.183,4,530,6,0.0595
"S.oneidensis","blank","blank","So","BG11",0.001,30,3,"B",7,"B7",7.5,"no",78000,0.206,0.183,9,528,7,0.0585
"S.oneidensis","blank","blank","So","BG11",0.001,30,4,"B",8,"B8",7.5,"no",78000,0.218,0.194,8,460,8,0.0705
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,1,"B",9,"B9",7.2,"no",78000,1.008,0.796,45,2385,9,0.8605
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,2,"B",10,"B10",7.2,"no",78000,0.991,0.778,42,2386,10,0.8435
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,3,"B",11,"B11",7.2,"no",78000,1.048,0.83,40,2406,11,0.9005
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,4,"B",12,"B12",7.2,"no",78000,1.06,0.835,39,2344,12,0.9125
"P.pudita","blank","blank","Pp","LB",0.001,30,1,"C",1,"C1",7,"no",78000,1.24,1.056,39,2273,1,1.0925
"P.pudita","blank","blank","Pp","LB",0.001,30,2,"C",2,"C2",7,"no",78000,1.242,1.049,39,2348,2,1.0945
"P.pudita","blank","blank","Pp","LB",0.001,30,3,"C",3,"C3",7,"no",78000,1.156,0.956,40,2365,3,1.0085
"P.pudita","blank","blank","Pp","LB",0.001,30,4,"C",4,"C4",7,"no",78000,1.194,1.01,37,2334,4,1.0465
"P.pudita","blank","blank","Pp","BG11",0.001,30,1,"C",5,"C5",7.5,"no",78000,0.168,0.154,4,359,5,0.0205
"P.pudita","blank","blank","Pp","BG11",0.001,30,2,"C",6,"C6",7.5,"no",78000,0.167,0.154,6,360,6,0.0195
"P.pudita","blank","blank","Pp","BG11",0.001,30,3,"C",7,"C7",7.5,"no",78000,0.176,0.163,8,361,7,0.0285
"P.pudita","blank","blank","Pp","BG11",0.001,30,4,"C",8,"C8",7.5,"no",78000,0.175,0.162,7,352,8,0.0275
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,1,"C",9,"C9",7.2,"no",78000,1.042,0.86,17,1605,9,0.8945
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,2,"C",10,"C10",7.2,"no",78000,1.012,0.839,19,1642,10,0.8645
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,3,"C",11,"C11",7.2,"no",78000,1.039,0.856,24,1685,11,0.8915
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,4,"C",12,"C12",7.2,"no",78000,1.077,0.888,23,1587,12,0.9295
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,1,"D",1,"D1",7,"no",78000,0.374,0.304,54,2871,1,0.2265
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,2,"D",2,"D2",7,"yes",78000,1.107,0.93,36,2172,2,0.9595
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,3,"D",3,"D3",7,"no",78000,0.499,0.395,53,2632,3,0.3515
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,4,"D",4,"D4",7,"no",78000,0.414,0.335,53,2812,4,0.2665
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,1,"D",5,"D5",7.5,"no",78000,0.162,0.153,6,238,5,0.0145
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,2,"D",6,"D6",7.5,"no",78000,0.149,0.14,10,229,6,0.0015
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,3,"D",7,"D7",7.5,"no",78000,0.16,0.152,6,233,7,0.0125
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,4,"D",8,"D8",7.5,"no",78000,0.154,0.146,11,231,8,0.00650000000000001
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,1,"D",9,"D9",7.2,"no",78000,0.741,0.585,27,1411,9,0.5935
