strain_1,strain_2,strain_3,name,media,init_OD,temperature,replicate,row,col,well,pH,anomalous,time,OD600,OD730,column
P.pudita,blank,blank,Pp,LB,0.001,30,3,C,3,C3,7,no,73200,1.141,0.941,3
P.pudita,blank,blank,Pp,LB,0.001,30,4,C,4,C4,7,no,73200,1.178,0.995,4
P.pudita,blank,blank,Pp,BG11,0.001,30,1,C,5,C5,7.5,no,73200,0.168,0.154,5
P.pudita,blank,blank,Pp,BG11,0.001,30,2,C,6,C6,7.5,no,73200,0.167,0.155,6
P.pudita,blank,blank,Pp,BG11,0.001,30,3,C,7,C7,7.5,no,73200,0.177,0.164,7
P.pudita,blank,blank,Pp,BG11,0.001,30,4,C,8,C8,7.5,no,73200,0.175,0.163,8
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,1,C,9,C9,7.2,no,73200,1.025,0.842,9
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,2,C,10,C10,7.2,no,73200,0.999,0.825,10
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,3,C,11,C11,7.2,no,73200,1.009,0.829,11
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,4,C,12,C12,7.2,no,73200,1.05,0.864,12
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,1,D,1,D1,7,no,73200,0.367,0.298,1
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,2,D,2,D2,7,yes,73200,1.062,0.893,2
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,3,D,3,D3,7,no,73200,0.492,0.391,3
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,4,D,4,D4,7,no,73200,0.382,0.312,4
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,1,D,5,D5,7.5,no,73200,0.162,0.152,5
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,2,D,6,D6,7.5,no,73200,0.149,0.139,6
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,3,D,7,D7,7.5,no,73200,0.16,0.152,7
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,4,D,8,D8,7.5,no,73200,0.152,0.145,8
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,1,D,9,D9,7.2,no,73200,0.78,0.619,9
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,2,D,10,D10,7.2,no,73200,0.668,0.537,10
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,3,D,11,D11,7.2,no,73200,0.617,0.506,11
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,4,D,12,D12,7.2,no,73200,0.563,0.464,12
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,1,E,1,E1,7,no,73200,1.028,0.827,1
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,2,E,2,E2,7,no,73200,1.062,0.871,2
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,3,E,3,E3,7,no,73200,1.036,0.852,3
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,4,E,4,E4,7,no,73200,1.064,0.874,4
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,1,E,5,E5,7.5,no,73200,0.172,0.156,5
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,2,E,6,E6,7.5,no,73200,0.178,0.162,6
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,3,E,7,E7,7.5,no,73200,0.179,0.163,7
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,4,E,8,E8,7.5,no,73200,0.182,0.172,8
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,1,E,9,E9,7.2,no,73200,1.065,0.878,9
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,2,E,10,E10,7.2,no,73200,1.024,0.841,10
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,3,E,11,E11,7.2,no,73200,1.066,0.876,11
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,4,E,12,E12,7.2,no,73200,1.107,0.922,12
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,1,F,1,F1,7,no,73200,1.158,0.94,1
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,2,F,2,F2,7,no,73200,1,0.804,2
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,3,F,3,F3,7,no,73200,1,0.796,3
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,4,F,4,F4,7,no,73200,1.022,0.82,4
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,1,F,5,F5,7.5,no,73200,0.183,0.165,5
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,2,F,6,F6,7.5,no,73200,0.184,0.165,6
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,3,F,7,F7,7.5,no,73200,0.195,0.177,7
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,4,F,8,F8,7.5,no,73200,0.197,0.181,8
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,1,F,9,F9,7.2,no,73200,0.986,0.785,9
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,2,F,10,F10,7.2,no,73200,1.016,0.817,10
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,3,F,11,F11,7.2,no,73200,1.027,0.817,11
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,4,F,12,F12,7.2,no,73200,1.059,0.848,12
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,1,G,1,G1,7,no,73200,1.195,1.019,1
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,2,G,2,G2,7,no,73200,1.179,0.999,2
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,3,G,3,G3,7,no,73200,1.077,0.914,3
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,4,G,4,G4,7,no,73200,1.133,0.945,4
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,1,G,5,G5,7.5,no,73200,0.208,0.185,5
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,2,G,6,G6,7.5,no,73200,0.202,0.18,6
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,3,G,7,G7,7.5,no,73200,0.191,0.176,7
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,4,G,8,G8,7.5,no,73200,0.191,0.174,8
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,1,G,9,G9,7.2,no,73200,1.05,0.872,9
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,2,G,10,G10,7.2,no,73200,1.152,0.966,10
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,3,G,11,G11,7.2,no,73200,1.037,0.863,11
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,4,G,12,G12,7.2,no,73200,1.105,0.92,12
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,1,H,1,H1,7,no,73200,1.028,0.828,1
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,2,H,2,H2,7,no,73200,1.017,0.835,2
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,3,H,3,H3,7,no,73200,1.02,0.843,3
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,4,H,4,H4,7,no,73200,1.001,0.805,4
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,1,H,5,H5,7.5,no,73200,0.177,0.16,5
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,2,H,6,H6,7.5,no,73200,0.18,0.165,6
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,3,H,7,H7,7.5,no,73200,0.185,0.168,7
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,4,H,8,H8,7.5,no,73200,0.206,0.185,8
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,1,H,9,H9,7.2,no,73200,1.101,0.906,9
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,2,H,10,H10,7.2,no,73200,1.338,1.139,10
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,3,H,11,H11,7.2,no,73200,1.094,0.9,11
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,4,H,12,H12,7.2,no,73200,1.104,0.909,12
blank,blank,blank,Negative,LB,0.001,30,1,A,1,A1,7,no,74400,0.148,0.138,1
blank,blank,blank,Negative,LB,0.001,30,2,A,2,A2,7,no,74400,0.141,0.132,2
blank,blank,blank,Negative,LB,0.001,30,3,A,3,A3,7,no,74400,0.163,0.152,3
blank,blank,blank,Negative,LB,0.001,30,4,A,4,A4,7,no,74400,0.139,0.13,4
blank,blank,blank,Negative,BG11,0.001,30,1,A,5,A5,7.5,no,74400,0.147,0.138,5
blank,blank,blank,Negative,BG11,0.001,30,2,A,6,A6,7.5,no,74400,0.155,0.149,6
blank,blank,blank,Negative,BG11,0.001,30,3,A,7,A7,7.5,no,74400,0.158,0.15,7
blank,blank,blank,Negative,BG11,0.001,30,4,A,8,A8,7.5,no,74400,0.154,0.147,8
blank,blank,blank,Negative,LB + BG11,0.001,30,1,A,9,A9,7.2,no,74400,0.248,0.218,9
blank,blank,blank,Negative,LB + BG11,0.001,30,2,A,10,A10,7.2,no,74400,0.264,0.23,10
blank,blank,blank,Negative,LB + BG11,0.001,30,3,A,11,A11,7.2,no,74400,0.244,0.218,11
blank,blank,blank,Negative,LB + BG11,0.001,30,4,A,12,A12,7.2,no,74400,0.295,0.253,12
S.oneidensis,blank,blank,So,LB,0.001,30,1,B,1,B1,7,no,74400,1.026,0.824,1
S.oneidensis,blank,blank,So,LB,0.001,30,2,B,2,B2,7,no,74400,1.073,0.855,2
S.oneidensis,blank,blank,So,LB,0.001,30,3,B,3,B3,7,no,74400,0.987,0.774,3
S.oneidensis,blank,blank,So,LB,0.001,30,4,B,4,B4,7,no,74400,1.014,0.816,4
S.oneidensis,blank,blank,So,BG11,0.001,30,1,B,5,B5,7.5,no,74400,0.208,0.184,5
S.oneidensis,blank,blank,So,BG11,0.001,30,2,B,6,B6,7.5,no,74400,0.207,0.183,6
S.oneidensis,blank,blank,So,BG11,0.001,30,3,B,7,B7,7.5,no,74400,0.206,0.182,7
S.oneidensis,blank,blank,So,BG11,0.001,30,4,B,8,B8,7.5,no,74400,0.221,0.195,8
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,1,B,9,B9,7.2,no,74400,1.018,0.799,9
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,2,B,10,B10,7.2,no,74400,1,0.785,10
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,3,B,11,B11,7.2,no,74400,1.04,0.827,11
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,4,B,12,B12,7.2,no,74400,1.055,0.83,12
P.pudita,blank,blank,Pp,LB,0.001,30,1,C,1,C1,7,no,74400,1.222,1.039,1
P.pudita,blank,blank,Pp,LB,0.001,30,2,C,2,C2,7,no,74400,1.222,1.034,2
P.pudita,blank,blank,Pp,LB,0.001,30,3,C,3,C3,7,no,74400,1.141,0.943,3
P.pudita,blank,blank,Pp,LB,0.001,30,4,C,4,C4,7,no,74400,1.177,0.994,4
P.pudita,blank,blank,Pp,BG11,0.001,30,1,C,5,C5,7.5,no,74400,0.168,0.154,5
P.pudita,blank,blank,Pp,BG11,0.001,30,2,C,6,C6,7.5,no,74400,0.167,0.155,6
P.pudita,blank,blank,Pp,BG11,0.001,30,3,C,7,C7,7.5,no,74400,0.176,0.164,7
P.pudita,blank,blank,Pp,BG11,0.001,30,4,C,8,C8,7.5,no,74400,0.175,0.162,8
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,1,C,9,C9,7.2,no,74400,1.036,0.852,9
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,2,C,10,C10,7.2,no,74400,1.002,0.831,10
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,3,C,11,C11,7.2,no,74400,1.024,0.841,11
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,4,C,12,C12,7.2,no,74400,1.06,0.878,12
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,1,D,1,D1,7,no,74400,0.363,0.296,1
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,2,D,2,D2,7,yes,74400,1.069,0.899,2
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,3,D,3,D3,7,no,74400,0.497,0.394,3
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,4,D,4,D4,7,no,74400,0.391,0.319,4
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,1,D,5,D5,7.5,no,74400,0.161,0.153,5
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,2,D,6,D6,7.5,no,74400,0.148,0.139,6
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,3,D,7,D7,7.5,no,74400,0.16,0.152,7
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,4,D,8,D8,7.5,no,74400,0.153,0.144,8
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,1,D,9,D9,7.2,no,74400,0.772,0.612,9
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,2,D,10,D10,7.2,no,74400,0.681,0.549,10
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,3,D,11,D11,7.2,no,74400,0.622,0.51,11
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,4,D,12,D12,7.2,no,74400,0.565,0.464,12
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,1,E,1,E1,7,no,74400,1.034,0.829,1
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,2,E,2,E2,7,no,74400,1.063,0.872,2
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,3,E,3,E3,7,no,74400,1.039,0.854,3
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,4,E,4,E4,7,no,74400,1.067,0.876,4
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,1,E,5,E5,7.5,no,74400,0.172,0.156,5
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,2,E,6,E6,7.5,no,74400,0.178,0.162,6
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,3,E,7,E7,7.5,no,74400,0.179,0.163,7
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,4,E,8,E8,7.5,no,74400,0.182,0.172,8
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,1,E,9,E9,7.2,no,74400,1.068,0.878,9
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,2,E,10,E10,7.2,no,74400,1.03,0.85,10
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,3,E,11,E11,7.2,no,74400,1.063,0.877,11
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,4,E,12,E12,7.2,no,74400,1.106,0.924,12
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,1,F,1,F1,7,no,74400,1.162,0.943,1
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,2,F,2,F2,7,no,74400,1.013,0.816,2
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,3,F,3,F3,7,no,74400,1.011,0.808,3
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,4,F,4,F4,7,no,74400,1.03,0.826,4
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,1,F,5,F5,7.5,no,74400,0.183,0.165,5
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,2,F,6,F6,7.5,no,74400,0.182,0.165,6
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,3,F,7,F7,7.5,no,74400,0.19,0.174,7
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,4,F,8,F8,7.5,no,74400,0.199,0.18,8
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,1,F,9,F9,7.2,no,74400,0.985,0.786,9
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,2,F,10,F10,7.2,no,74400,1.023,0.825,10
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,3,F,11,F11,7.2,no,74400,1.047,0.832,11
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,4,F,12,F12,7.2,no,74400,1.076,0.86,12
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,1,G,1,G1,7,no,74400,1.195,1.01,1
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,2,G,2,G2,7,no,74400,1.176,0.997,2
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,3,G,3,G3,7,no,74400,1.084,0.914,3
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,4,G,4,G4,7,no,74400,1.138,0.954,4
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,1,G,5,G5,7.5,no,74400,0.208,0.185,5
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,2,G,6,G6,7.5,no,74400,0.201,0.18,6
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,3,G,7,G7,7.5,no,74400,0.191,0.177,7
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,4,G,8,G8,7.5,no,74400,0.192,0.174,8
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,1,G,9,G9,7.2,no,74400,1.055,0.879,9
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,2,G,10,G10,7.2,no,74400,1.141,0.958,10
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,3,G,11,G11,7.2,no,74400,1.049,0.874,11
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,4,G,12,G12,7.2,no,74400,1.119,0.931,12
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,1,H,1,H1,7,no,74400,1.031,0.831,1
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,2,H,2,H2,7,no,74400,1.024,0.841,2
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,3,H,3,H3,7,no,74400,1.027,0.849,3
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,4,H,4,H4,7,no,74400,1.006,0.812,4
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,1,H,5,H5,7.5,no,74400,0.176,0.16,5
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,2,H,6,H6,7.5,no,74400,0.18,0.164,6
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,3,H,7,H7,7.5,no,74400,0.185,0.167,7
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,4,H,8,H8,7.5,no,74400,0.205,0.185,8
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,1,H,9,H9,7.2,no,74400,1.1,0.905,9
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,2,H,10,H10,7.2,no,74400,1.342,1.146,10
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,3,H,11,H11,7.2,no,74400,1.103,0.909,11
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,4,H,12,H12,7.2,no,74400,1.111,0.913,12
blank,blank,blank,Negative,LB,0.001,30,1,A,1,A1,7,no,75600,0.147,0.138,1
blank,blank,blank,Negative,LB,0.001,30,2,A,2,A2,7,no,75600,0.141,0.132,2
blank,blank,blank,Negative,LB,0.001,30,3,A,3,A3,7,no,75600,0.162,0.151,3
blank,blank,blank,Negative,LB,0.001,30,4,A,4,A4,7,no,75600,0.139,0.13,4
blank,blank,blank,Negative,BG11,0.001,30,1,A,5,A5,7.5,no,75600,0.148,0.138,5
blank,blank,blank,Negative,BG11,0.001,30,2,A,6,A6,7.5,no,75600,0.156,0.148,6
blank,blank,blank,Negative,BG11,0.001,30,3,A,7,A7,7.5,no,75600,0.157,0.151,7
blank,blank,blank,Negative,BG11,0.001,30,4,A,8,A8,7.5,no,75600,0.155,0.147,8
blank,blank,blank,Negative,LB + BG11,0.001,30,1,A,9,A9,7.2,no,75600,0.248,0.219,9
blank,blank,blank,Negative,LB + BG11,0.001,30,2,A,10,A10,7.2,no,75600,0.266,0.231,10
blank,blank,blank,Negative,LB + BG11,0.001,30,3,A,11,A11,7.2,no,75600,0.243,0.218,11
blank,blank,blank,Negative,LB + BG11,0.001,30,4,A,12,A12,7.2,no,75600,0.296,0.253,12
S.oneidensis,blank,blank,So,LB,0.001,30,1,B,1,B1,7,no,75600,1.026,0.825,1
S.oneidensis,blank,blank,So,LB,0.001,30,2,B,2,B2,7,no,75600,1.073,0.855,2
S.oneidensis,blank,blank,So,LB,0.001,30,3,B,3,B3,7,no,75600,0.988,0.776,3
S.oneidensis,blank,blank,So,LB,0.001,30,4,B,4,B4,7,no,75600,1.014,0.816,4
S.oneidensis,blank,blank,So,BG11,0.001,30,1,B,5,B5,7.5,no,75600,0.208,0.184,5
S.oneidensis,blank,blank,So,BG11,0.001,30,2,B,6,B6,7.5,no,75600,0.208,0.183,6
S.oneidensis,blank,blank,So,BG11,0.001,30,3,B,7,B7,7.5,no,75600,0.206,0.182,7
S.oneidensis,blank,blank,So,BG11,0.001,30,4,B,8,B8,7.5,no,75600,0.211,0.189,8
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,1,B,9,B9,7.2,no,75600,0.996,0.785,9
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,2,B,10,B10,7.2,no,75600,0.977,0.768,10
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,3,B,11,B11,7.2,no,75600,1.044,0.82,11
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,4,B,12,B12,7.2,no,75600,1.044,0.821,12
P.pudita,blank,blank,Pp,LB,0.001,30,1,C,1,C1,7,no,75600,1.228,1.046,1
P.pudita,blank,blank,Pp,LB,0.001,30,2,C,2,C2,7,no,75600,1.231,1.04,2
P.pudita,blank,blank,Pp,LB,0.001,30,3,C,3,C3,7,no,75600,1.153,0.95,3
P.pudita,blank,blank,Pp,LB,0.001,30,4,C,4,C4,7,no,75600,1.181,0.998,4
P.pudita,blank,blank,Pp,BG11,0.001,30,1,C,5,C5,7.5,no,75600,0.168,0.154,5
P.pudita,blank,blank,Pp,BG11,0.001,30,2,C,6,C6,7.5,no,75600,0.167,0.154,6
P.pudita,blank,blank,Pp,BG11,0.001,30,3,C,7,C7,7.5,no,75600,0.176,0.164,7
P.pudita,blank,blank,Pp,BG11,0.001,30,4,C,8,C8,7.5,no,75600,0.175,0.162,8
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,1,C,9,C9,7.2,no,75600,1.035,0.852,9
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,2,C,10,C10,7.2,no,75600,0.999,0.826,10
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,3,C,11,C11,7.2,no,75600,1.025,0.841,11
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,4,C,12,C12,7.2,no,75600,1.071,0.877,12
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,1,D,1,D1,7,no,75600,0.368,0.297,1
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,2,D,2,D2,7,yes,75600,1.085,0.912,2
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,3,D,3,D3,7,no,75600,0.499,0.395,3
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,4,D,4,D4,7,no,75600,0.399,0.324,4
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,1,D,5,D5,7.5,no,75600,0.162,0.154,5
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,2,D,6,D6,7.5,no,75600,0.148,0.14,6
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,3,D,7,D7,7.5,no,75600,0.16,0.152,7
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,4,D,8,D8,7.5,no,75600,0.154,0.144,8
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,1,D,9,D9,7.2,no,75600,0.758,0.6,9
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,2,D,10,D10,7.2,no,75600,0.697,0.558,10
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,3,D,11,D11,7.2,no,75600,0.637,0.513,11
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,4,D,12,D12,7.2,no,75600,0.593,0.483,12
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,1,E,1,E1,7,no,75600,1.03,0.827,1
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,2,E,2,E2,7,no,75600,1.07,0.878,2
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,3,E,3,E3,7,no,75600,1.04,0.855,3
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,4,E,4,E4,7,no,75600,1.071,0.88,4
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,1,E,5,E5,7.5,no,75600,0.172,0.156,5
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,2,E,6,E6,7.5,no,75600,0.178,0.162,6
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,3,E,7,E7,7.5,no,75600,0.179,0.163,7
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,4,E,8,E8,7.5,no,75600,0.182,0.172,8
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,1,E,9,E9,7.2,no,75600,1.077,0.885,9
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,2,E,10,E10,7.2,no,75600,1.038,0.852,10
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,3,E,11,E11,7.2,no,75600,1.069,0.878,11
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,4,E,12,E12,7.2,no,75600,1.113,0.924,12
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,1,F,1,F1,7,no,75600,1.163,0.943,1
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,2,F,2,F2,7,no,75600,1.012,0.813,2
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,3,F,3,F3,7,no,75600,1.017,0.814,3
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,4,F,4,F4,7,no,75600,1.033,0.831,4
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,1,F,5,F5,7.5,no,75600,0.186,0.164,5
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,2,F,6,F6,7.5,no,75600,0.186,0.165,6
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,3,F,7,F7,7.5,no,75600,0.196,0.176,7
