"strain_1","strain_2","strain_3","name","media","init_OD","temperature","replicate","row","col","well","pH","anomalous","time","OD600","OD730","RFP","GFP","column"
"blank","blank","blank","Negative","LB + BG11",0.001,30,2,"A",10,"A10",7.2,"no",3600,0.148,0.141,27,1763,10
"blank","blank","blank","Negative","LB + BG11",0.001,30,3,"A",11,"A11",7.2,"no",3600,0.158,0.151,30,1740,11
"blank","blank","blank","Negative","LB + BG11",0.001,30,4,"A",12,"A12",7.2,"no",3600,0.159,0.15,27,1759,12
"S.oneidensis","blank","blank","So","LB",0.001,30,1,"B",1,"B1",7,"no",3600,0.146,0.137,56,3154,1
"S.oneidensis","blank","blank","So","LB",0.001,30,2,"B",2,"B2",7,"no",3600,0.145,0.135,52,3184,2
"S.oneidensis","blank","blank","So","LB",0.001,30,3,"B",3,"B3",7,"no",3600,0.148,0.139,50,3102,3
"S.oneidensis","blank","blank","So","LB",0.001,30,4,"B",4,"B4",7,"no",3600,0.152,0.142,53,3175,4
"S.oneidensis","blank","blank","So","BG11",0.001,30,1,"B",5,"B5",7.5,"no",3600,0.153,0.146,7,260,5
"S.oneidensis","blank","blank","So","BG11",0.001,30,2,"B",6,"B6",7.5,"no",3600,0.152,0.145,3,264,6
"S.oneidensis","blank","blank","So","BG11",0.001,30,3,"B",7,"B7",7.5,"no",3600,0.154,0.148,5,263,7
"S.oneidensis","blank","blank","So","BG11",0.001,30,4,"B",8,"B8",7.5,"no",3600,0.158,0.154,3,254,8
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,1,"B",9,"B9",7.2,"no",3600,0.161,0.153,28,1725,9
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,2,"B",10,"B10",7.2,"no",3600,0.154,0.146,31,1751,10
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,3,"B",11,"B11",7.2,"no",3600,0.157,0.149,29,1767,11
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,4,"B",12,"B12",7.2,"no",3600,0.165,0.157,30,1765,12
"P.pudita","blank","blank","Pp","LB",0.001,30,1,"C",1,"C1",7,"no",3600,0.145,0.136,53,3152,1
"P.pudita","blank","blank","Pp","LB",0.001,30,2,"C",2,"C2",7,"no",3600,0.147,0.138,56,3227,2
"P.pudita","blank","blank","Pp","LB",0.001,30,3,"C",3,"C3",7,"no",3600,0.146,0.138,56,3167,3
"P.pudita","blank","blank","Pp","LB",0.001,30,4,"C",4,"C4",7,"no",3600,0.152,0.143,52,3161,4
"P.pudita","blank","blank","Pp","BG11",0.001,30,1,"C",5,"C5",7.5,"no",3600,0.147,0.141,4,261,5
"P.pudita","blank","blank","Pp","BG11",0.001,30,2,"C",6,"C6",7.5,"no",3600,0.146,0.141,8,256,6
"P.pudita","blank","blank","Pp","BG11",0.001,30,3,"C",7,"C7",7.5,"no",3600,0.156,0.15,5,255,7
"P.pudita","blank","blank","Pp","BG11",0.001,30,4,"C",8,"C8",7.5,"no",3600,0.158,0.15,7,265,8
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,1,"C",9,"C9",7.2,"no",3600,0.149,0.142,32,1754,9
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,2,"C",10,"C10",7.2,"no",3600,0.16,0.153,33,1774,10
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,3,"C",11,"C11",7.2,"no",3600,0.159,0.153,31,1775,11
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,4,"C",12,"C12",7.2,"no",3600,0.159,0.15,34,1765,12
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,1,"D",1,"D1",7,"no",3600,0.147,0.138,55,3142,1
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,2,"D",2,"D2",7,"yes",3600,0.144,0.135,47,3123,2
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,3,"D",3,"D3",7,"no",3600,0.148,0.14,50,3211,3
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,4,"D",4,"D4",7,"no",3600,0.148,0.14,55,3146,4
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,1,"D",5,"D5",7.5,"no",3600,0.156,0.15,7,218,5
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,2,"D",6,"D6",7.5,"no",3600,0.142,0.136,8,217,6
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,3,"D",7,"D7",7.5,"no",3600,0.155,0.149,6,221,7
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,4,"D",8,"D8",7.5,"no",3600,0.146,0.14,10,222,8
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,1,"D",9,"D9",7.2,"no",3600,0.15,0.143,30,1737,9
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,2,"D",10,"D10",7.2,"no",3600,0.156,0.149,27,1757,10
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,3,"D",11,"D11",7.2,"no",3600,0.153,0.148,29,1719,11
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,4,"D",12,"D12",7.2,"no",3600,0.155,0.15,29,1726,12
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,1,"E",1,"E1",7,"no",3600,0.143,0.134,49,3101,1
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,2,"E",2,"E2",7,"no",3600,0.146,0.137,50,3144,2
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,3,"E",3,"E3",7,"no",3600,0.152,0.143,43,3182,3
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,4,"E",4,"E4",7,"no",3600,0.142,0.133,49,3165,4
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,1,"E",5,"E5",7.5,"no",3600,0.145,0.14,3,252,5
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,2,"E",6,"E6",7.5,"no",3600,0.147,0.142,10,251,6
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,3,"E",7,"E7",7.5,"no",3600,0.149,0.144,8,249,7
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,4,"E",8,"E8",7.5,"no",3600,0.171,0.165,9,240,8
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,1,"E",9,"E9",7.2,"no",3600,0.166,0.159,70,1857,9
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,2,"E",10,"E10",7.2,"no",3600,0.164,0.158,35,1753,10
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,3,"E",11,"E11",7.2,"no",3600,0.166,0.16,26,1772,11
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,4,"E",12,"E12",7.2,"no",3600,0.168,0.16,31,1751,12
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,1,"F",1,"F1",7,"no",3600,0.144,0.134,53,3067,1
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,2,"F",2,"F2",7,"no",3600,0.148,0.139,50,3133,2
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,3,"F",3,"F3",7,"no",3600,0.146,0.137,47,3105,3
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,4,"F",4,"F4",7,"no",3600,0.158,0.147,50,3090,4
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,1,"F",5,"F5",7.5,"no",3600,0.148,0.141,6,242,5
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,2,"F",6,"F6",7.5,"no",3600,0.147,0.141,5,237,6
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,3,"F",7,"F7",7.5,"no",3600,0.161,0.156,7,241,7
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,4,"F",8,"F8",7.5,"no",3600,0.165,0.159,8,256,8
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,1,"F",9,"F9",7.2,"no",3600,0.156,0.149,28,1727,9
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,2,"F",10,"F10",7.2,"no",3600,0.17,0.164,26,1754,10
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,3,"F",11,"F11",7.2,"no",3600,0.163,0.156,29,1743,11
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,4,"F",12,"F12",7.2,"no",3600,0.167,0.159,27,1744,12
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,1,"G",1,"G1",7,"no",3600,0.142,0.133,53,3089,1
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,2,"G",2,"G2",7,"no",3600,0.145,0.136,46,3144,2
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,3,"G",3,"G3",7,"no",3600,0.151,0.141,56,3158,3
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,4,"G",4,"G4",7,"no",3600,0.145,0.137,42,3080,4
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,1,"G",5,"G5",7.5,"no",3600,0.157,0.152,10,280,5
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,2,"G",6,"G6",7.5,"no",3600,0.151,0.146,11,285,6
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,3,"G",7,"G7",7.5,"no",3600,0.168,0.162,9,254,7
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,4,"G",8,"G8",7.5,"no",3600,0.16,0.153,4,263,8
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,1,"G",9,"G9",7.2,"no",3600,0.161,0.155,34,1736,9
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,2,"G",10,"G10",7.2,"no",3600,0.156,0.149,31,1739,10
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,3,"G",11,"G11",7.2,"no",3600,0.177,0.171,30,1730,11
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,4,"G",12,"G12",7.2,"no",3600,0.153,0.145,29,1748,12
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,1,"H",1,"H1",7,"no",3600,0.146,0.137,55,3083,1
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,2,"H",2,"H2",7,"no",3600,0.151,0.142,53,3158,2
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,3,"H",3,"H3",7,"no",3600,0.154,0.145,58,3064,3
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,4,"H",4,"H4",7,"no",3600,0.149,0.14,47,3065,4
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,1,"H",5,"H5",7.5,"no",3600,0.146,0.144,5,268,5
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,2,"H",6,"H6",7.5,"no",3600,0.156,0.15,8,244,6
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,3,"H",7,"H7",7.5,"no",3600,0.15,0.144,9,264,7
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,4,"H",8,"H8",7.5,"no",3600,0.166,0.16,6,282,8
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,1,"H",9,"H9",7.2,"no",3600,0.159,0.151,28,1777,9
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,2,"H",10,"H10",7.2,"no",3600,0.165,0.157,30,1759,10
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,3,"H",11,"H11",7.2,"no",3600,0.161,0.154,34,1763,11
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,4,"H",12,"H12",7.2,"no",3600,0.158,0.149,28,1734,12
"blank","blank","blank","Negative","LB",0.001,30,1,"A",1,"A1",7,"no",4800,0.154,0.145,53,3129,1
"blank","blank","blank","Negative","LB",0.001,30,2,"A",2,"A2",7,"no",4800,0.146,0.137,54,3165,2
"blank","blank","blank","Negative","LB",0.001,30,3,"A",3,"A3",7,"no",4800,0.153,0.145,48,3105,3
"blank","blank","blank","Negative","LB",0.001,30,4,"A",4,"A4",7,"no",4800,0.142,0.133,52,3221,4
"blank","blank","blank","Negative","BG11",0.001,30,1,"A",5,"A5",7.5,"no",4800,0.144,0.138,7,246,5
"blank","blank","blank","Negative","BG11",0.001,30,2,"A",6,"A6",7.5,"no",4800,0.154,0.149,4,214,6
"blank","blank","blank","Negative","BG11",0.001,30,3,"A",7,"A7",7.5,"no",4800,0.157,0.151,6,227,7
"blank","blank","blank","Negative","BG11",0.001,30,4,"A",8,"A8",7.5,"no",4800,0.154,0.148,9,225,8
"blank","blank","blank","Negative","LB + BG11",0.001,30,1,"A",9,"A9",7.2,"no",4800,0.147,0.14,31,1729,9
"blank","blank","blank","Negative","LB + BG11",0.001,30,2,"A",10,"A10",7.2,"no",4800,0.149,0.141,25,1776,10
"blank","blank","blank","Negative","LB + BG11",0.001,30,3,"A",11,"A11",7.2,"no",4800,0.158,0.151,30,1733,11
"blank","blank","blank","Negative","LB + BG11",0.001,30,4,"A",12,"A12",7.2,"no",4800,0.159,0.151,29,1740,12
"S.oneidensis","blank","blank","So","LB",0.001,30,1,"B",1,"B1",7,"no",4800,0.146,0.137,55,3199,1
"S.oneidensis","blank","blank","So","LB",0.001,30,2,"B",2,"B2",7,"no",4800,0.145,0.135,49,3198,2
"S.oneidensis","blank","blank","So","LB",0.001,30,3,"B",3,"B3",7,"no",4800,0.148,0.139,48,3130,3
"S.oneidensis","blank","blank","So","LB",0.001,30,4,"B",4,"B4",7,"no",4800,0.151,0.142,52,3183,4
"S.oneidensis","blank","blank","So","BG11",0.001,30,1,"B",5,"B5",7.5,"no",4800,0.154,0.146,2,280,5
"S.oneidensis","blank","blank","So","BG11",0.001,30,2,"B",6,"B6",7.5,"no",4800,0.152,0.146,3,272,6
"S.oneidensis","blank","blank","So","BG11",0.001,30,3,"B",7,"B7",7.5,"no",4800,0.154,0.148,10,255,7
"S.oneidensis","blank","blank","So","BG11",0.001,30,4,"B",8,"B8",7.5,"no",4800,0.159,0.153,5,253,8
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,1,"B",9,"B9",7.2,"no",4800,0.164,0.155,27,1708,9
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,2,"B",10,"B10",7.2,"no",4800,0.156,0.147,26,1736,10
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,3,"B",11,"B11",7.2,"no",4800,0.159,0.152,30,1782,11
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,4,"B",12,"B12",7.2,"no",4800,0.164,0.155,29,1766,12
"P.pudita","blank","blank","Pp","LB",0.001,30,1,"C",1,"C1",7,"no",4800,0.145,0.136,51,3112,1
"P.pudita","blank","blank","Pp","LB",0.001,30,2,"C",2,"C2",7,"no",4800,0.147,0.138,55,3211,2
"P.pudita","blank","blank","Pp","LB",0.001,30,3,"C",3,"C3",7,"no",4800,0.146,0.137,57,3151,3
"P.pudita","blank","blank","Pp","LB",0.001,30,4,"C",4,"C4",7,"no",4800,0.152,0.144,56,3184,4
"P.pudita","blank","blank","Pp","BG11",0.001,30,1,"C",5,"C5",7.5,"no",4800,0.147,0.142,8,242,5
"P.pudita","blank","blank","Pp","BG11",0.001,30,2,"C",6,"C6",7.5,"no",4800,0.146,0.14,4,263,6
"P.pudita","blank","blank","Pp","BG11",0.001,30,3,"C",7,"C7",7.5,"no",4800,0.156,0.15,7,249,7
"P.pudita","blank","blank","Pp","BG11",0.001,30,4,"C",8,"C8",7.5,"no",4800,0.154,0.15,6,259,8
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,1,"C",9,"C9",7.2,"no",4800,0.149,0.144,34,1759,9
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,2,"C",10,"C10",7.2,"no",4800,0.161,0.154,28,1791,10
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,3,"C",11,"C11",7.2,"no",4800,0.159,0.154,30,1777,11
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,4,"C",12,"C12",7.2,"no",4800,0.159,0.151,25,1772,12
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,1,"D",1,"D1",7,"no",4800,0.146,0.138,48,3149,1
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,2,"D",2,"D2",7,"yes",4800,0.144,0.135,45,3145,2
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,3,"D",3,"D3",7,"no",4800,0.148,0.14,53,3161,3
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,4,"D",4,"D4",7,"no",4800,0.147,0.139,58,3223,4
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,1,"D",5,"D5",7.5,"no",4800,0.156,0.15,7,217,5
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,2,"D",6,"D6",7.5,"no",4800,0.141,0.136,11,221,6
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,3,"D",7,"D7",7.5,"no",4800,0.156,0.15,6,211,7
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,4,"D",8,"D8",7.5,"no",4800,0.146,0.142,7,217,8
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,1,"D",9,"D9",7.2,"no",4800,0.15,0.143,31,1740,9
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,2,"D",10,"D10",7.2,"no",4800,0.156,0.149,33,1741,10
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,3,"D",11,"D11",7.2,"no",4800,0.154,0.148,31,1701,11
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,4,"D",12,"D12",7.2,"no",4800,0.159,0.153,30,1752,12
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,1,"E",1,"E1",7,"no",4800,0.144,0.134,54,3058,1
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,2,"E",2,"E2",7,"no",4800,0.146,0.137,54,3168,2
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,3,"E",3,"E3",7,"no",4800,0.152,0.143,52,3152,3
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,4,"E",4,"E4",7,"no",4800,0.142,0.133,49,3176,4
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,1,"E",5,"E5",7.5,"no",4800,0.145,0.14,8,243,5
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,2,"E",6,"E6",7.5,"no",4800,0.147,0.142,10,253,6
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,3,"E",7,"E7",7.5,"no",4800,0.151,0.144,3,245,7
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,4,"E",8,"E8",7.5,"no",4800,0.17,0.165,7,237,8
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,1,"E",9,"E9",7.2,"no",4800,0.167,0.16,69,1844,9
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,2,"E",10,"E10",7.2,"no",4800,0.165,0.158,29,1795,10
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,3,"E",11,"E11",7.2,"no",4800,0.167,0.16,28,1739,11
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,4,"E",12,"E12",7.2,"no",4800,0.168,0.161,27,1764,12
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,1,"F",1,"F1",7,"no",4800,0.144,0.134,48,3072,1
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,2,"F",2,"F2",7,"no",4800,0.148,0.139,54,3144,2
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,3,"F",3,"F3",7,"no",4800,0.146,0.137,55,3097,3
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,4,"F",4,"F4",7,"no",4800,0.158,0.147,52,3110,4
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,1,"F",5,"F5",7.5,"no",4800,0.147,0.141,5,239,5
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,2,"F",6,"F6",7.5,"no",4800,0.148,0.142,6,244,6
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,3,"F",7,"F7",7.5,"no",4800,0.162,0.156,9,240,7
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,4,"F",8,"F8",7.5,"no",4800,0.164,0.158,3,255,8
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,1,"F",9,"F9",7.2,"no",4800,0.157,0.15,31,1742,9
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,2,"F",10,"F10",7.2,"no",4800,0.171,0.164,32,1762,10
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,3,"F",11,"F11",7.2,"no",4800,0.163,0.156,30,1752,11
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,4,"F",12,"F12",7.2,"no",4800,0.167,0.159,30,1745,12
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,1,"G",1,"G1",7,"no",4800,0.142,0.133,53,3095,1
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,2,"G",2,"G2",7,"no",4800,0.145,0.136,49,3170,2
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,3,"G",3,"G3",7,"no",4800,0.15,0.141,48,3183,3
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,4,"G",4,"G4",7,"no",4800,0.145,0.137,44,3094,4
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,1,"G",5,"G5",7.5,"no",4800,0.158,0.153,9,266,5
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,2,"G",6,"G6",7.5,"no",4800,0.152,0.146,8,287,6
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,3,"G",7,"G7",7.5,"no",4800,0.168,0.163,7,269,7
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,4,"G",8,"G8",7.5,"no",4800,0.162,0.156,8,257,8
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,1,"G",9,"G9",7.2,"no",4800,0.162,0.156,32,1737,9
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,2,"G",10,"G10",7.2,"no",4800,0.157,0.15,30,1745,10
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,3,"G",11,"G11",7.2,"no",4800,0.176,0.17,29,1742,11
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,4,"G",12,"G12",7.2,"no",4800,0.152,0.144,33,1728,12
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,1,"H",1,"H1",7,"no",4800,0.146,0.137,52,3028,1
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,2,"H",2,"H2",7,"no",4800,0.151,0.142,52,3168,2
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,3,"H",3,"H3",7,"no",4800,0.154,0.145,53,3005,3
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,4,"H",4,"H4",7,"no",4800,0.149,0.14,45,3048,4
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,1,"H",5,"H5",7.5,"no",4800,0.147,0.141,7,246,5
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,2,"H",6,"H6",7.5,"no",4800,0.155,0.15,7,247,6
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,3,"H",7,"H7",7.5,"no",4800,0.153,0.146,5,261,7
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,4,"H",8,"H8",7.5,"no",4800,0.166,0.16,4,285,8
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,1,"H",9,"H9",7.2,"no",4800,0.16,0.15,31,1790,9
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,2,"H",10,"H10",7.2,"no",4800,0.164,0.156,32,1785,10
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,3,"H",11,"H11",7.2,"no",4800,0.161,0.154,38,1757,11
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,4,"H",12,"H12",7.2,"no",4800,0.158,0.149,32,1759,12
"blank","blank","blank","Negative","LB",0.001,30,1,"A",1,"A1",7,"no",6000,0.154,0.145,50,3163,1
"blank","blank","blank","Negative","LB",0.001,30,2,"A",2,"A2",7,"no",6000,0.146,0.137,54,3165,2
"blank","blank","blank","Negative","LB",0.001,30,3,"A",3,"A3",7,"no",6000,0.153,0.145,53,3086,3
"blank","blank","blank","Negative","LB",0.001,30,4,"A",4,"A4",7,"no",6000,0.142,0.133,50,3179,4
"blank","blank","blank","Negative","BG11",0.001,30,1,"A",5,"A5",7.5,"no",6000,0.146,0.14,10,245,5
"blank","blank","blank","Negative","BG11",0.001,30,2,"A",6,"A6",7.5,"no",6000,0.155,0.151,8,216,6
"blank","blank","blank","Negative","BG11",0.001,30,3,"A",7,"A7",7.5,"no",6000,0.156,0.151,4,225,7
"blank","blank","blank","Negative","BG11",0.001,30,4,"A",8,"A8",7.5,"no",6000,0.154,0.149,12,222,8
"blank","blank","blank","Negative","LB + BG11",0.001,30,1,"A",9,"A9",7.2,"no",6000,0.147,0.14,33,1734,9
"blank","blank","blank","Negative","LB + BG11",0.001,30,2,"A",10,"A10",7.2,"no",6000,0.148,0.14,31,1751,10
"blank","blank","blank","Negative","LB + BG11",0.001,30,3,"A",11,"A11",7.2,"no",6000,0.158,0.151,33,1753,11
"blank","blank","blank","Negative","LB + BG11",0.001,30,4,"A",12,"A12",7.2,"no",6000,0.158,0.151,31,1762,12
"S.oneidensis","blank","blank","So","LB",0.001,30,1,"B",1,"B1",7,"no",6000,0.146,0.137,49,3195,1
"S.oneidensis","blank","blank","So","LB",0.001,30,2,"B",2,"B2",7,"no",6000,0.145,0.135,46,3222,2
"S.oneidensis","blank","blank","So","LB",0.001,30,3,"B",3,"B3",7,"no",6000,0.149,0.139,46,3153,3
"S.oneidensis","blank","blank","So","LB",0.001,30,4,"B",4,"B4",7,"no",6000,0.152,0.142,50,3165,4
"S.oneidensis","blank","blank","So","BG11",0.001,30,1,"B",5,"B5",7.5,"no",6000,0.153,0.146,6,278,5
"S.oneidensis","blank","blank","So","BG11",0.001,30,2,"B",6,"B6",7.5,"no",6000,0.152,0.145,10,271,6
"S.oneidensis","blank","blank","So","BG11",0.001,30,3,"B",7,"B7",7.5,"no",6000,0.154,0.148,8,265,7
"S.oneidensis","blank","blank","So","BG11",0.001,30,4,"B",8,"B8",7.5,"no",6000,0.158,0.153,9,257,8
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,1,"B",9,"B9",7.2,"no",6000,0.163,0.155,33,1733,9
